estimating workload which takes just one milisecond
1	1	1
1	3	2
1	4	3
1	6	4
1	7	5
1	8	6
1	10	7
1	12	8
1	13	9
1	31	10
1	32	11
1	34	12
1	36	13
1	37	14
1	38	15
1	40	16
1	42	17
1	43	18
1	45	19
1	62	20
1	64	21
1	65	22
1	67	23
1	69	24
1	70	25
1	71	26
1	73	27
1	74	28
1	76	29
1	77	30
1	91	31
1	92	32
1	93	33
1	95	34
1	96	35
1	97	36
1	115	37
1	116	38
1	117	39
1	119	40
1	120	41
1	121	42
1	122	43
1	124	44
1	125	45
1	126	46
1	128	47
1	129	48
1	146	49
1	148	50
1	149	51
1	151	52
1	152	53
1	153	54
1	155	55
1	156	56
1	158	57
1	160	58
1	161	59
1	178	60
1	180	61
1	182	62
1	183	63
1	185	64
1	187	65
1	188	66
1	190	67
1	191	68
1	193	69
1	210	70
1	212	71
1	213	72
1	214	73
1	216	74
1	217	75
1	219	76
1	221	77
1	222	78
1	224	79
1	226	80
1	243	81
1	245	82
1	246	83
1	248	84
1	249	85
1	251	86
1	252	87
1	254	88
1	256	89
1	257	90
1	275	91
1	276	92
1	278	93
1	279	94
1	281	95
1	282	96
1	284	97
1	285	98
1	287	99
1	288	100
0	15	1
0	17	2
0	18	3
0	19	4
0	21	5
0	22	6
0	24	7
0	25	8
0	27	9
0	28	10
0	46	11
0	48	12
0	49	13
0	51	14
0	52	15
0	54	16
0	56	17
0	57	18
0	58	19
0	60	20
0	61	21
0	79	22
0	80	23
0	82	24
0	83	25
0	85	26
0	86	27
0	88	28
0	89	29
0	99	30
0	100	31
0	101	32
0	103	33
0	104	34
0	105	35
0	106	36
0	108	37
0	109	38
0	110	39
0	112	40
0	113	41
0	130	42
0	132	43
0	133	44
0	134	45
0	136	46
0	137	47
0	139	48
0	140	49
0	141	50
0	143	51
0	144	52
0	162	53
0	164	54
0	165	55
0	166	56
0	168	57
0	170	58
0	171	59
0	172	60
0	174	61
0	176	62
0	177	63
0	195	64
0	196	65
0	198	66
0	199	67
0	201	68
0	203	69
0	204	70
0	206	71
0	207	72
0	208	73
0	226	74
0	227	75
0	229	76
0	230	77
0	232	78
0	233	79
0	235	80
0	237	81
0	238	82
0	240	83
0	241	84
0	259	85
0	260	86
0	262	87
0	263	88
0	265	89
0	266	90
0	268	91
0	269	92
0	270	93
0	272	94
0	273	95
0	289	96
0	290	97
0	292	98
0	293	99
0	295	100
