estimating workload which takes just one milisecond
3	1	1
3	3	2
3	4	3
3	22	4
3	23	5
3	25	6
3	27	7
3	28	8
3	30	9
3	55	10
3	57	11
3	58	12
3	60	13
3	61	14
3	87	15
3	88	16
3	90	17
3	92	18
3	93	19
3	119	20
3	121	21
3	122	22
3	124	23
3	126	24
3	151	25
3	153	26
3	154	27
3	156	28
3	182	29
3	183	30
3	185	31
3	187	32
3	189	33
3	214	34
3	215	35
3	217	36
3	219	37
3	220	38
3	246	39
3	247	40
3	249	41
3	250	42
3	252	43
3	254	44
3	279	45
3	281	46
3	282	47
3	284	48
3	286	49
3	311	50
3	313	51
3	314	52
3	316	53
3	318	54
3	343	55
3	345	56
3	346	57
3	348	58
3	349	59
3	375	60
3	377	61
3	378	62
3	380	63
3	406	64
3	408	65
3	409	66
3	410	67
3	412	68
3	413	69
3	443	70
3	445	71
3	446	72
3	448	73
3	474	74
3	476	75
3	478	76
3	480	77
3	482	78
3	508	79
3	510	80
3	511	81
3	513	82
3	539	83
3	541	84
3	542	85
3	544	86
3	546	87
3	571	88
3	573	89
3	574	90
3	576	91
3	578	92
3	603	93
3	604	94
3	606	95
3	607	96
3	608	97
3	610	98
3	635	99
3	637	100
2	8	1
2	9	2
2	11	3
2	13	4
2	38	5
2	40	6
2	41	7
2	43	8
2	45	9
2	70	10
2	72	11
2	74	12
2	75	13
2	77	14
2	103	15
2	104	16
2	106	17
2	107	18
2	109	19
2	135	20
2	136	21
2	138	22
2	139	23
2	141	24
2	167	25
2	168	26
2	170	27
2	172	28
2	173	29
2	199	30
2	201	31
2	202	32
2	204	33
2	205	34
2	231	35
2	233	36
2	234	37
2	236	38
2	238	39
2	263	40
2	264	41
2	266	42
2	268	43
2	269	44
2	295	45
2	296	46
2	298	47
2	299	48
2	301	49
2	326	50
2	328	51
2	330	52
2	331	53
2	333	54
2	359	55
2	360	56
2	361	57
2	363	58
2	364	59
2	390	60
2	391	61
2	393	62
2	394	63
2	396	64
2	398	65
2	419	66
2	421	67
2	422	68
2	424	69
2	426	70
2	452	71
2	453	72
2	455	73
2	457	74
2	483	75
2	484	76
2	486	77
2	488	78
2	490	79
2	515	80
2	517	81
2	519	82
2	521	83
2	546	84
2	548	85
2	550	86
2	551	87
2	553	88
2	578	89
2	580	90
2	582	91
2	583	92
2	585	93
2	610	94
2	612	95
2	613	96
2	614	97
2	616	98
2	617	99
2	637	100
0	31	1
0	33	2
0	34	3
0	36	4
0	62	5
0	63	6
0	65	7
0	67	8
0	68	9
0	94	10
0	96	11
0	97	12
0	99	13
0	101	14
0	126	15
0	128	16
0	130	17
0	131	18
0	133	19
0	158	20
0	160	21
0	162	22
0	163	23
0	165	24
0	191	25
0	192	26
0	194	27
0	195	28
0	197	29
0	223	30
0	224	31
0	226	32
0	227	33
0	229	34
0	255	35
0	256	36
0	258	37
0	260	38
0	261	39
0	286	40
0	288	41
0	290	42
0	292	43
0	293	44
0	319	45
0	320	46
0	322	47
0	324	48
0	325	49
0	351	50
0	352	51
0	354	52
0	355	53
0	357	54
0	382	55
0	384	56
0	385	57
0	387	58
0	388	59
0	390	60
0	415	61
0	417	62
0	426	63
0	428	64
0	430	65
0	431	66
0	433	67
0	459	68
0	461	69
0	463	70
0	465	71
0	490	72
0	492	73
0	494	74
0	496	75
0	498	76
0	523	77
0	525	78
0	527	79
0	529	80
0	555	81
0	556	82
0	558	83
0	560	84
0	562	85
0	587	86
0	589	87
0	590	88
0	592	89
0	594	90
0	619	91
0	621	92
0	622	93
0	623	94
0	625	95
0	638	96
0	640	97
0	641	98
0	643	99
0	644	100
1	15	1
1	17	2
1	18	3
1	20	4
1	21	5
1	47	6
1	49	7
1	50	8
1	52	9
1	54	10
1	79	11
1	80	12
1	82	13
1	84	14
1	85	15
1	111	16
1	112	17
1	114	18
1	116	19
1	117	20
1	143	21
1	144	22
1	146	23
1	147	24
1	149	25
1	174	26
1	176	27
1	177	28
1	179	29
1	181	30
1	206	31
1	208	32
1	209	33
1	211	34
1	213	35
1	239	36
1	240	37
1	242	38
1	244	39
1	245	40
1	271	41
1	272	42
1	274	43
1	276	44
1	277	45
1	303	46
1	304	47
1	306	48
1	308	49
1	309	50
1	334	51
1	336	52
1	338	53
1	340	54
1	341	55
1	367	56
1	368	57
1	370	58
1	372	59
1	374	60
1	399	61
1	401	62
1	402	63
1	404	64
1	405	65
1	434	66
1	436	67
1	438	68
1	440	69
1	441	70
1	467	71
1	469	72
1	471	73
1	473	74
1	498	75
1	500	76
1	502	77
1	504	78
1	505	79
1	531	80
1	533	81
1	535	82
1	536	83
1	562	84
1	564	85
1	566	86
1	567	87
1	569	88
1	595	89
1	596	90
1	598	91
1	599	92
1	600	93
1	602	94
1	627	95
1	629	96
1	630	97
1	632	98
1	633	99
1	645	100
